"subject" "variable" "LAYING" "SITTING" "STANDING" "WALKING" "WALKING_DOWNSTAIRS" "WALKING_UPSTAIRS"
"7" "tbodyaccmeanx" 0.250176694038462 0.284674637291667 0.282723539433962 0.275592961754386 0.28030708 0.248706923078431
"7" "tbodyaccmeany" -0.0204411516884615 -0.01461097580375 -0.0145740341037736 -0.018653665345614 -0.0166332372978723 -0.0275639005607843
"7" "tbodyaccmeanz" -0.101361036576923 -0.122464597625 -0.0997778303207547 -0.110912234947368 -0.096938308587234 -0.143769688803922
"7" "tgravityaccmeanx" -0.502814250576923 0.969147824375 0.958728687924528 0.932566472280702 0.930623632765957 0.81874656
"7" "tgravityaccmeany" 0.393444278076923 0.00608846646041667 -0.117607048924528 -0.159097003684211 -0.12987167306383 -0.240950944117647
"7" "tgravityaccmeanz" 0.907537823461538 0.0649636250354167 -0.0516573721320755 -0.160846924029807 -0.154935538544681 -0.403599709607843
"7" "tbodyaccjerkmeanx" 0.0968904018076923 0.0668519793125 0.0751915112830189 0.0901462649192983 0.0968926184638298 0.0724649938509804
"7" "tbodyaccjerkmeany" 0.0250624183634615 0.0116863419310417 0.00694700354075472 0.0184322723280702 -0.0191061075170213 -0.000812387078431372
"7" "tbodyaccjerkmeanz" -0.0131653918205769 0.0162004141964583 -0.0108420294035849 -0.0210398551649123 -0.0160390392510638 -7.4519666666666e-05
"7" "tbodygyromeanx" -0.00282641913096154 -0.04963797197125 -0.0291582212545283 0.00228835208526316 -0.105409612961702 -0.138778108029412
"7" "tbodygyromeany" -0.133605695057692 -0.03361196465625 -0.0774336443396226 -0.0837113724842105 -0.049717460606383 -0.00247161973
"7" "tbodygyromeanz" 0.155920029769231 0.0259476655145833 0.0851045000566038 0.0641104602035088 0.116894769042766 0.139217071509804
"7" "tbodygyrojerkmeanx" -0.105944243484615 -0.0938155625083333 -0.0901539662169811 -0.123654199751333 -0.0597273512680851 -0.0856640866647059
"7" "tbodygyrojerkmeany" -0.0358897425826923 -0.0396444885 -0.0412797611886792 -0.0447766029745614 -0.0381904275744681 -0.0482219105196078
"7" "tbodygyrojerkmeanz" -0.0671901794615385 -0.0454566269166667 -0.0545390015471698 -0.0495713093294737 -0.0789469342553192 -0.072451747827451
"7" "tbodyaccmagmean" -0.936392023846154 -0.918432107083333 -0.942724659245283 -0.0978090439438596 0.0198795285851064 -0.198074437978431
"7" "tgravityaccmagmean" -0.936392023846154 -0.918432107083333 -0.942724659245283 -0.0978090439438596 0.0198795285851064 -0.198074437978431
"7" "tbodyaccjerkmagmean" -0.980127239615385 -0.976559676458333 -0.973381306226415 -0.192948900438596 -0.170319619372979 -0.458695232352941
"7" "tbodygyromagmean" -0.915793634807692 -0.897870535 -0.943425564528302 -0.305959351403509 -0.18874081887234 -0.239099165627451
"7" "tbodygyrojerkmagmean" -0.983008829038462 -0.981665122291667 -0.977377083018868 -0.300022779964912 -0.399229959148936 -0.661969771960784
"7" "fbodyaccmeanx" -0.953424245576923 -0.972697126875 -0.976681834339623 -0.343048405789474 0.0443428315319149 -0.336199426470588
"7" "fbodyaccmeany" -0.942193953846154 -0.93149063375 -0.941883783773585 -0.0641564202736842 -0.145302311446808 -0.381590523137255
"7" "fbodyaccmeanz" -0.958611644615385 -0.904675337916667 -0.938550519811321 0.0385832252345614 -0.139216222106383 -0.317461021372549
"7" "fbodyaccjerkmeanx" -0.980393046923077 -0.982037243958333 -0.976323086226415 -0.383715797719298 -0.0305226686191489 -0.454647881960784
"7" "fbodyaccjerkmeany" -0.972531648846154 -0.969423612916667 -0.967165093018868 -0.123192887383684 -0.316236510319149 -0.53707567
"7" "fbodyaccjerkmeanz" -0.969524977692308 -0.968503504791667 -0.968229643018868 -0.106490372892632 -0.296494902765957 -0.581764526862745
"7" "fbodygyromeanx" -0.953684547692308 -0.9436317575 -0.938121637735849 -0.318395104666667 -0.33930147 -0.383889342745098
"7" "fbodygyromeany" -0.957570207692308 -0.956678065 -0.957548671320755 -0.151966687436842 -0.21444307293617 -0.567920266470588
"7" "fbodygyromeanz" -0.956905310961538 -0.9474199325 -0.957165056226415 -0.366733617894737 -0.299600267680851 -0.408150266666667
"7" "fbodyaccmagmean" -0.927976880634615 -0.90895677625 -0.945611450377358 -0.151243649578947 0.218911066191489 -0.378618761568627
"7" "fbodybodyaccjerkmagmean" -0.968066259230769 -0.970954184166667 -0.967417888301887 -0.0384187298547368 0.067389886106383 -0.45478324745098
"7" "fbodybodygyromagmean" -0.941130719230769 -0.933081955208333 -0.93870498490566 -0.192909765467895 -0.255045057404255 -0.533982945882353
"7" "fbodybodygyrojerkmagmean" -0.974117912115385 -0.978634991458333 -0.973671168679245 -0.155339855862632 -0.289096677191489 -0.673327281960784
"8" "tbodyaccmeanx" 0.261254282907407 0.267491472934783 0.279620986111111 0.27468631 0.283484089210526 0.258880152048781
"8" "tbodyaccmeany" -0.0212281733881481 -0.00672550621304348 -0.0148113067148148 -0.0186628865310417 -0.0211058674973684 -0.0282415136341463
"8" "tbodyaccmeanz" -0.102245365611111 -0.104461049130435 -0.106114996837037 -0.107252090833333 -0.107598135394737 -0.11512211995122
"8" "tgravityaccmeanx" -0.405930036111111 0.832453878043478 0.957669921111111 0.913586347916667 0.914023498421053 0.860368718780488
"8" "tgravityaccmeany" 0.589922434814815 0.240095117065217 -0.0904603488214815 -0.217102194583333 -0.187610243421053 -0.291341491707317
"8" "tgravityaccmeanz" 0.719831539259259 0.263895185521739 -0.0979392024814815 -0.186267836962021 -0.141817934963684 -0.192306960631707
"8" "tbodyaccjerkmeanx" 0.0878326902592593 0.0786713761086957 0.0753739045185185 0.0703393490833333 0.118938088342105 0.0813816809395122
"8" "tbodyaccjerkmeany" 0.0233299159137037 -0.00657516306713044 0.00814951727462963 -0.00603947514583333 -0.0380193846210526 0.014120592097561
"8" "tbodyaccjerkmeanz" -0.0169218791344444 -0.0106808920069565 0.00322153267648148 -0.000673798876875 -0.0394356157631579 -0.0674583919268293
"8" "tbodygyromeanx" 0.00535361206851852 -0.0547396987173913 -0.0219671978203704 0.0235088228254167 -0.121189625973684 0.19270447595122
"8" "tbodygyromeany" -0.0891374138592593 -0.0955089236521739 -0.0280117633814815 -0.095791790535 -0.0500760173342105 -0.204205356087805
"8" "tbodygyromeanz" 0.13818830737037 0.0716048809782609 0.063688907 0.0509657915395833 0.114143855152368 -0.0724546025804878
"8" "tbodygyrojerkmeanx" -0.106445008314815 -0.0923150250434783 -0.097757576 -0.135886431360417 -0.0349283489710526 -0.15544567414878
"8" "tbodygyrojerkmeany" -0.0389735198722222 -0.0402673770652174 -0.0485190684259259 -0.0314880905541667 -0.0534969692794737 -0.027919577097561
"8" "tbodygyrojerkmeanz" -0.0694123150925926 -0.0445732240217391 -0.0478483225666667 -0.0522683965333333 -0.0867903297078947 -0.0534090382439024
"8" "tbodyaccmagmean" -0.935308633888889 -0.952139704347826 -0.953762884074074 0.0516786278104167 0.176599311818421 0.121026629195122
"8" "tgravityaccmagmean" -0.935308633888889 -0.952139704347826 -0.953762884074074 0.0516786278104167 0.176599311818421 0.121026629195122
"8" "tbodyaccjerkmagmean" -0.97314748962963 -0.986061512173913 -0.984920797777778 -0.0668322430433333 0.262628490268421 -0.141494613465854
"8" "tbodygyromagmean" -0.924253348518518 -0.93268224326087 -0.952848496851852 -0.00310243820125 0.0993429744078947 0.166447991
"8" "tbodygyrojerkmagmean" -0.978438191296296 -0.991807428043478 -0.987580587777778 -0.339129269583333 -0.126189142894737 -0.400664014146341
"8" "fbodyaccmeanx" -0.953538563888889 -0.981142909782609 -0.988219862222222 -0.247389011875 0.136590199860526 -0.166411065387805
"8" "fbodyaccmeany" -0.951816663703704 -0.94421971826087 -0.9500491 0.316982393333333 0.388412779763158 0.263431399878049
"8" "fbodyaccmeanz" -0.944269514074074 -0.959436275869565 -0.950362935555556 -0.238634594791667 0.159589756534211 -0.0729496941121951
"8" "fbodyaccjerkmeanx" -0.973110596111111 -0.984977270652174 -0.989029238518519 -0.311198711041667 0.214841402815789 -0.200277249165854
"8" "fbodyaccjerkmeany" -0.975877437407407 -0.980221104565217 -0.976177675 0.0796832872416667 0.220639687868421 -0.0257952590634146
"8" "fbodyaccjerkmeanz" -0.962111136666667 -0.982995311086956 -0.979477193333333 -0.361563262083333 0.0586096890447368 -0.386655803658537
"8" "fbodygyromeanx" -0.957903886111111 -0.982200309782609 -0.969677435925926 -0.102063053808333 -0.130740445236842 -0.240260761682927
"8" "fbodygyromeany" -0.957411160185185 -0.97658989 -0.972595487037037 -0.259729692333333 0.116090879026316 -0.113162144460976
"8" "fbodygyromeanz" -0.967461239074074 -0.961798676956522 -0.975512276666667 -0.132902199479167 0.0277498065176316 0.16597418695122
"8" "fbodyaccmagmean" -0.932279645518518 -0.947981783478261 -0.953746070740741 -0.09521728274375 0.301626757315789 -0.13026451905122
"8" "fbodybodyaccjerkmagmean" -0.961792852407407 -0.980932292391304 -0.979745872037037 -0.123834409766667 0.331528459921053 -0.131850567460976
"8" "fbodybodygyromagmean" -0.944528950555556 -0.965806789347826 -0.964564224074074 -0.301241848645833 -0.00036272967368421 -0.229610952609756
"8" "fbodybodygyrojerkmagmean" -0.968403945925926 -0.987730604130435 -0.983709233333333 -0.473026230833333 -0.125179586744737 -0.46327057804878
"9" "tbodyaccmeanx" 0.2591955368 0.24832674354 0.282310057333333 0.278502842115385 0.295923445 0.262436475714286
"9" "tbodyaccmeany" -0.020526821662 -0.02701677698 -0.0200454954022222 -0.0180891971284423 -0.0203994269075476 -0.0195101099975714
"9" "tbodyaccmeanz" -0.10754972144 -0.07537846886 -0.0952747481333333 -0.110820512307692 -0.0910278793952381 -0.125219003959184
"9" "tgravityaccmeanx" -0.5802528348 0.9163245106 0.961323502222222 0.951867079615385 0.938417773333333 0.902647777755102
"9" "tgravityaccmeany" -0.1191541962 -0.0414258228938 -0.010383816474 -0.0314341738730769 -0.0352304645104762 -0.0377947824285714
"9" "tgravityaccmeanz" 0.9578730416 0.085263099144 0.00914769235555555 -0.115856121080385 -0.082276174942619 -0.266009866857143
"9" "tbodyaccjerkmeanx" 0.08807344764 0.077005006374 0.0760032053555556 0.0704357270480769 0.130193043809524 0.0692266245755102
"9" "tbodyaccjerkmeany" 0.011561732718 0.009817397262 0.0130699796066667 0.0212255910017308 -0.0206865965952381 0.00126612218367347
"9" "tbodyaccjerkmeanz" -0.0070536778584 -0.008674672651 -0.004700785502 0.00414762740192308 0.00262568854761905 0.00766046602367347
"9" "tbodygyromeanx" -0.013632036148 -0.042328876778 -0.029183136346 -0.0808360598653846 -0.0916383011071429 -0.16396719
"9" "tbodygyromeany" -0.15890291983 -0.04142711812 -0.060810158296 -0.0625598710615385 -0.0712598843142857 -0.0412587909579592
"9" "tbodygyromeanz" 0.101275010682 0.0807919285908 0.0992409332222222 0.111629779896154 0.116804400690476 0.14569462592449
"9" "tbodygyrojerkmeanx" -0.10384667982 -0.0930708106 -0.095897704 -0.0809204094461538 -0.094591202447619 -0.0684689593355102
"9" "tbodygyrojerkmeany" -0.027552256948 -0.046663441472 -0.0419199574333333 -0.0356283427038462 -0.0597608334619048 -0.0302797452408163
"9" "tbodygyrojerkmeanz" -0.0569490475 -0.052841489994 -0.0575743131488889 -0.0633406620592308 -0.0678080598785714 -0.0236327911183673
"9" "tbodyaccmagmean" -0.9308684376 -0.8933617176 -0.945167482444444 -0.0980840496143461 0.145886357935714 -0.260727581428571
"9" "tgravityaccmagmean" -0.9308684376 -0.8933617176 -0.945167482444444 -0.0980840496143461 0.145886357935714 -0.260727581428571
"9" "tbodyaccjerkmagmean" -0.9633745492 -0.964383757 -0.969524578888889 -0.203733615519231 -0.16237608927619 -0.440667540204082
"9" "tbodygyromagmean" -0.9071250998 -0.9032355368 -0.921030223111111 -0.294542266826923 -0.168921400633333 -0.0833234490061224
"9" "tbodygyrojerkmagmean" -0.964524819 -0.9733641366 -0.969824044222222 -0.510253995769231 -0.469028434047619 -0.672840561836735
"9" "fbodyaccmeanx" -0.946865494 -0.959413594 -0.971662692 -0.294711163653846 0.103128506197619 -0.342735952653061
"9" "fbodyaccmeany" -0.9343665984 -0.911683219 -0.944849431777778 -0.257677616153846 -0.183120455428571 -0.405022798163265
"9" "fbodyaccmeanz" -0.9459190006 -0.8922013438 -0.941686874222222 -0.250806259788462 -0.103705822657857 -0.384710423408163
"9" "fbodyaccjerkmeanx" -0.964304065 -0.9655962396 -0.971313768666667 -0.314265401346154 -0.0645354342404762 -0.402044750408163
"9" "fbodyaccjerkmeany" -0.9640828062 -0.9580073906 -0.962624298888889 -0.367706595 -0.313643041809524 -0.608498592040816
"9" "fbodyaccjerkmeanz" -0.955909215 -0.9575269752 -0.967129200444444 -0.399541245192308 -0.293677789595238 -0.615125710612245
"9" "fbodygyromeanx" -0.930297921 -0.950315237 -0.916974437555556 -0.383676120961538 -0.325042890904762 -0.313941631326531
"9" "fbodygyromeany" -0.9345796594 -0.9396930078 -0.954514301555556 -0.436905860576923 -0.312512195452381 -0.499159202857143
"9" "fbodygyromeanz" -0.9598150092 -0.940312313 -0.941510336 -0.240222512134615 -0.250686586719048 -0.327698671183673
"9" "fbodyaccmagmean" -0.9266042952 -0.8977181972 -0.946330171777778 -0.318801022711538 0.222203941 -0.372890348979592
"9" "fbodybodyaccjerkmagmean" -0.9543205856 -0.9530504408 -0.963242884 -0.316870715576923 0.00716877883571429 -0.419533108571429
"9" "fbodybodygyromagmean" -0.9186053356 -0.9344377378 -0.929769067777778 -0.513797480384615 -0.347540226666667 -0.531482693877551
"9" "fbodybodygyrojerkmagmean" -0.9558062546 -0.9683155878 -0.967491628 -0.602581618269231 -0.463172053809524 -0.734159449387755
"10" "tbodyaccmeanx" 0.280230574137931 0.270612056481481 0.276650300681818 0.278574076603774 0.290401594315789 0.267121853404255
"10" "tbodyaccmeany" -0.024294484137931 -0.015042681852037 -0.0155418603409091 -0.017022351190566 -0.0200050770710526 -0.0143854920340426
"10" "tbodyaccmeanz" -0.117168642362069 -0.104253238796296 -0.107964083931818 -0.109057512132075 -0.110848597247368 -0.118180420834043
"10" "tgravityaccmeanx" -0.453069737586207 0.791887198148148 0.954008785454545 0.963092149811321 0.939807421052632 0.931861027446809
"10" "tgravityaccmeany" -0.139297681034483 -0.041260775 -0.0431597830454545 -0.0838277013962264 -0.0646160768947368 -0.0565670278723404
"10" "tgravityaccmeanz" -0.031121624137931 0.20253457287037 0.0346980210431818 0.0549276242264151 0.0418715409263158 0.0227527702016383
"10" "tbodyaccjerkmeanx" 0.073815064487931 0.0775372505185185 0.0809784390227273 0.0857943809283019 0.100959387447368 0.0648829303510638
"10" "tbodyaccjerkmeany" 0.015698997097069 0.00897875458703704 0.0119007630575 0.00408248792641509 0.0107824902368421 0.0266314282191489
"10" "tbodyaccjerkmeanz" 0.00716689586275862 -0.00499566427666667 -0.00485841031477273 -0.0162953195396226 0.000152617173684209 -0.0513375831851064
"10" "tbodygyromeanx" -0.019555937162069 -0.0432432176851852 -0.0281854325604545 0.0106894976215094 -0.124839594289474 0.0733447168425532
"10" "tbodygyromeany" -0.0770325657265517 -0.0679993598888889 -0.0876820486363636 -0.0819540783760943 -0.106742538831579 -0.0954600216446809
"10" "tbodygyromeanz" 0.104720478344828 0.0745958869444444 0.103251560681818 0.0986695731160377 0.0724433685578947 0.0879664182957447
"10" "tbodygyrojerkmeanx" -0.100308254413793 -0.0931555026481481 -0.104753833181818 -0.122709563462264 -0.0643764005526316 -0.157212539189362
"10" "tbodygyrojerkmeany" -0.0388797920413793 -0.0411216540925926 -0.0371593000727273 -0.0519204981037736 -0.0489378053157895 -0.0372348522521277
"10" "tbodygyrojerkmeanz" -0.0590744912758621 -0.048941191502963 -0.0584162547045455 -0.0611262928849057 -0.0720413112078947 -0.036502173787234
"10" "tbodyaccmagmean" -0.956781819655172 -0.96075719962963 -0.951988907954545 -0.127400912069811 0.250843769394737 -0.0266623294757447
"10" "tgravityaccmagmean" -0.956781819655172 -0.96075719962963 -0.951988907954545 -0.127400912069811 0.250843769394737 -0.0266623294757447
"10" "tbodyaccjerkmagmean" -0.976234435172414 -0.988054237592593 -0.965163818409091 -0.132624992298283 0.0507010228431579 -0.262038042446809
"10" "tbodygyromagmean" -0.937590998793103 -0.944202043703704 -0.929787259772727 -0.156458730358491 -0.0238468037578947 0.0438573846851064
"10" "tbodygyrojerkmagmean" -0.970830848965517 -0.993707487592593 -0.971637661590909 -0.440363636603774 -0.401854311315789 -0.523462968510638
"10" "fbodyaccmeanx" -0.96918420862069 -0.984943144259259 -0.970099814318182 -0.114190001283019 0.215665273157895 -0.139410790617021
"10" "fbodyaccmeany" -0.954341849137931 -0.9404502 -0.923378745227273 0.0533911909886792 0.00904660360263158 -0.0390688222212766
"10" "fbodyaccmeanz" -0.964300845172414 -0.97464465462963 -0.955272383863636 -0.41218272245283 -0.157728357742105 -0.301206408085106
"10" "fbodyaccjerkmeanx" -0.979014668793104 -0.989365013888889 -0.963565166136364 -0.107941107467925 0.181419131002632 -0.20121432216383
"10" "fbodyaccjerkmeany" -0.968039173793103 -0.980962856111111 -0.942187760454545 0.0309052018326415 -0.119504295573684 -0.206872839212766
"10" "fbodyaccjerkmeanz" -0.972592212931034 -0.986056767777778 -0.972241512272727 -0.464020508867925 -0.240679035428947 -0.553230667234043
"10" "fbodygyromeanx" -0.953793912068965 -0.986477363333333 -0.924005912954545 -0.277913780754717 -0.214350280079211 -0.218524716912766
"10" "fbodygyromeany" -0.954670034482759 -0.986179215555556 -0.960323800909091 -0.345209034528302 -0.272495710342105 -0.235858986212766
"10" "fbodygyromeanz" -0.969755777241379 -0.96539546962963 -0.950915730909091 -0.108530029881132 0.0391366814342105 -0.262763367170213
"10" "fbodyaccmagmean" -0.950848109137931 -0.955281010740741 -0.9401101675 -0.0930237422792453 0.220115703368421 -0.166866721574468
"10" "fbodybodyaccjerkmagmean" -0.968561121551724 -0.985900801111111 -0.951633690454545 0.0205189516981132 0.156978047052632 -0.153553147382979
"10" "fbodybodygyromagmean" -0.937692642586207 -0.974459732592593 -0.937786743409091 -0.412616909622642 -0.312347510289474 -0.265371689148936
"10" "fbodybodygyrojerkmagmean" -0.960976821551724 -0.992191529259259 -0.965614081363636 -0.515065335849057 -0.484196484736842 -0.600582998297872
"11" "tbodyaccmeanx" 0.280592970877193 0.276590197358491 0.277715562765957 0.271821892881356 0.291605631956522 0.263775859277778
"11" "tbodyaccmeany" -0.0176598052315789 -0.0149195616754717 -0.0171990886595745 -0.0166475833623729 -0.0178097721219565 -0.0303157822055556
"11" "tbodyaccmeanz" -0.108786578070175 -0.112840218339623 -0.108686630425532 -0.106096304033898 -0.111070149978261 -0.106797216481481
"11" "tgravityaccmeanx" -0.134832031403509 0.871963798301887 0.956464535957447 0.946468451355932 0.941746406521739 0.892626155555556
"11" "tgravityaccmeany" 0.943017941403509 0.213716305739623 -0.173082704680851 -0.212045870169492 -0.200321942608696 -0.343576924814815
"11" "tgravityaccmeanz" 0.112620189964912 0.188531695981132 0.127198423404255 0.134053215101695 0.132371684891304 0.146633747092593
"11" "tbodyaccjerkmeanx" 0.0766645337017544 0.0761777324716981 0.0760097721914894 0.0829709328491525 0.0897168657173913 0.0968561683092593
"11" "tbodyaccjerkmeany" 0.0122193853629825 -0.000213838552075472 0.0124130965551064 0.0127682476559322 0.0252274201521739 -0.0132625289255556
"11" "tbodyaccjerkmeanz" 0.00277690502070175 0.00833400761716981 -0.00074591623212766 -0.013364827779661 -0.0225208905847826 -0.0151463896833333
"11" "tbodygyromeanx" -0.0191743840136842 -0.0399984915849057 -0.0293141521489362 -0.0426928995457627 -0.12506869905 -0.0820909701727778
"11" "tbodygyromeany" -0.041559989822807 -0.0755284478679245 -0.0765465041914894 -0.0705104974254237 -0.0262775345369565 -0.0566928808703704
"11" "tbodygyromeanz" 0.152019015929825 0.0761739419056604 0.0810588216170213 0.0843744495507542 0.057524457376087 0.0638054379968518
"11" "tbodygyrojerkmeanx" -0.102297501877193 -0.0948423481320755 -0.099519355893617 -0.0918204195491525 -0.0220916265065217 -0.0645245413759259
"11" "tbodygyrojerkmeany" -0.0412391429298246 -0.0392813049264151 -0.0395992140851064 -0.0514172549559322 -0.0520272987304348 -0.0719834687944444
"11" "tbodygyrojerkmeanz" -0.0666957489649123 -0.0505395462396226 -0.0524732752340426 -0.0342677451 -0.0373048405934783 -0.046076149625
"11" "tbodyaccmagmean" -0.980621180175439 -0.961970763773585 -0.984853836595745 -0.288323472033898 0.126227657258696 -0.132594623759259
"11" "tgravityaccmagmean" -0.980621180175439 -0.961970763773585 -0.984853836595745 -0.288323472033898 0.126227657258696 -0.132594623759259
"11" "tbodyaccjerkmagmean" -0.983330628421053 -0.97935563509434 -0.989242377234043 -0.402333202033898 -0.198206139934783 -0.509587701296296
"11" "tbodygyromagmean" -0.952523752105263 -0.951884472075472 -0.979978011489362 -0.421801673559322 -0.19788336026087 -0.255048336944444
"11" "tbodygyrojerkmagmean" -0.990641248245614 -0.989519031132076 -0.993428183617021 -0.63073270559322 -0.599294760652174 -0.757314813888889
"11" "fbodyaccmeanx" -0.983801365614035 -0.981481454339623 -0.993808050638298 -0.396533731864407 0.0351937228130435 -0.355348902222222
"11" "fbodyaccmeany" -0.971403935438596 -0.934503182830189 -0.968703072553191 -0.0830478435976271 0.0247508134326087 -0.254645206944444
"11" "fbodyaccmeanz" -0.973576812807018 -0.972855110377359 -0.987669785531915 -0.616402910169492 -0.377624755652174 -0.551742083518519
"11" "fbodyaccjerkmeanx" -0.984884874385965 -0.980831750377358 -0.992385450851064 -0.453265268813559 -0.120463004665217 -0.495927371666667
"11" "fbodyaccjerkmeany" -0.973882496666667 -0.967454617735849 -0.979287024255319 -0.241801726186441 -0.177479240097826 -0.455317917037037
"11" "fbodyaccjerkmeanz" -0.979564844210526 -0.981124861320755 -0.988460788085106 -0.69259387220339 -0.530225529130435 -0.765387905555556
"11" "fbodygyromeanx" -0.97618747122807 -0.985106875471698 -0.978301717234043 -0.514753307627119 -0.318777012804348 -0.471782782222222
"11" "fbodygyromeany" -0.982640271929825 -0.98263664490566 -0.994025488297872 -0.593107398474576 -0.528254524130435 -0.581167154444444
"11" "fbodygyromeanz" -0.961434420701754 -0.954453821132075 -0.980762968085106 -0.398293336610169 -0.273459111956522 -0.674671878518519
"11" "fbodyaccmagmean" -0.973994004561404 -0.953066009056604 -0.982255413617021 -0.458514062542373 0.0902807576630435 -0.336061027407407
"11" "fbodybodyaccjerkmagmean" -0.976940774561403 -0.975315331509434 -0.988636595319149 -0.395116134237288 -0.097454996626087 -0.475928501666667
"11" "fbodybodygyromagmean" -0.967093356491228 -0.969799951132076 -0.982576519787234 -0.610222628813559 -0.456170108913043 -0.55009966
"11" "fbodybodygyrojerkmagmean" -0.985978837192982 -0.987255972641509 -0.992981019787234 -0.751914457457627 -0.668340527608696 -0.795986113703704
"12" "tbodyaccmeanx" 0.260113433 0.275007224901961 0.277405834918033 0.2771286656 0.281521097391304 0.272970338653846
"12" "tbodyaccmeany" -0.0175203917146667 -0.0157892988523529 -0.0169002543196721 -0.015560927606 -0.018084266865793 -0.0263574903403846
"12" "tbodyaccmeanz" -0.108160125666667 -0.106307228960784 -0.105526999754098 -0.10316110632 -0.10955593226087 -0.107339730115385
"12" "tgravityaccmeanx" -0.3785920653 0.926228975490196 0.957317821803279 0.9668735148 0.949861980652174 0.938371473269231
"12" "tgravityaccmeany" 0.8033788345 0.0830509010823529 -0.21886535557377 -0.1559834498 -0.178702175434783 -0.259144202692308
"12" "tgravityaccmeanz" 0.2750431984 0.0885640696078431 -0.0395382767304918 -0.03608428788 -0.0561050624630435 -0.0702503820961538
"12" "tbodyaccjerkmeanx" 0.0854295393833333 0.0771277656078431 0.0744631761967213 0.045764401482 0.0621500251717391 0.0728660813846154
"12" "tbodyaccjerkmeany" 0.00774408308 0.0105990504054902 0.0100480041062295 0.0197766948336 -0.0119289154608696 -0.00689494886730769
"12" "tbodyaccjerkmeanz" -0.0043714837772 -0.0020457599227451 -0.00788131384131148 0.005025870328 0.00485262425869565 0.00906662793461539
"12" "tbodygyromeanx" -0.0146546807316667 -0.0424159182941176 -0.0300030427426229 -0.1045136708758 -0.112531564434783 -0.0931234101769231
"12" "tbodygyromeany" -0.0835537350333333 -0.0751980398235294 -0.0700083750360656 -0.03442910782 -0.0427336692521739 -0.0411314519307692
"12" "tbodygyromeanz" 0.14519184795 0.0728462158235294 0.074256819 0.0999739123004 0.0895434978391304 0.0898022757730769
"12" "tbodygyrojerkmeanx" -0.0990402297166667 -0.0941023489803922 -0.0976380412377049 -0.06223893174 -0.0264668968652174 -0.0455638872076923
"12" "tbodygyrojerkmeany" -0.0410675310833333 -0.0387477474705882 -0.0409520826508197 -0.049852604592 -0.0609177195869565 -0.0335406569057692
"12" "tbodygyrojerkmeanz" -0.0678909002816667 -0.0515634091411765 -0.0482863736885246 -0.0467338151926 -0.0653239980021739 -0.0653167291865385
"12" "tbodyaccmagmean" -0.9482046755 -0.952176621372549 -0.941459935081967 -0.102204550448 0.0183139429630435 -0.229183927115385
"12" "tgravityaccmagmean" -0.9482046755 -0.952176621372549 -0.941459935081967 -0.102204550448 0.0183139429630435 -0.229183927115385
"12" "tbodyaccjerkmagmean" -0.969843834166667 -0.974734489803922 -0.968790683278689 -0.144064922688 -0.107091019565217 -0.432469300961538
"12" "tbodygyromagmean" -0.9308405935 -0.941907240784314 -0.888101372786885 -0.35593036512 -0.213351510686957 -0.316561585961538
"12" "tbodygyrojerkmagmean" -0.971067768833333 -0.980392337647059 -0.969289973606557 -0.5174937754 -0.442831079130435 -0.674972132307692
"12" "fbodyaccmeanx" -0.956248487666667 -0.97966614372549 -0.976469472295082 -0.05435763951 0.0235049348717391 -0.321447925192308
"12" "fbodyaccmeany" -0.951265971 -0.942768016862745 -0.932775677704918 -0.071302455092 0.150510001156522 -0.168341519859615
"12" "fbodyaccmeanz" -0.954724801666667 -0.954626628823529 -0.947178200163934 -0.4223253002 -0.402121221521739 -0.560841212692308
"12" "fbodyaccjerkmeanx" -0.968742758833333 -0.977109887058824 -0.971971634098361 -0.08161979534 -0.00701472271717392 -0.385843754230769
"12" "fbodyaccjerkmeany" -0.963223332 -0.964236191372549 -0.95329178 -0.1413740705982 0.00639406888695652 -0.333077590961538
"12" "fbodyaccjerkmeanz" -0.967149695166667 -0.975551564117647 -0.971122527868852 -0.4913861728 -0.451614324565217 -0.687929868653846
"12" "fbodygyromeanx" -0.9566538865 -0.968528985294118 -0.890292711147541 -0.4019759318 -0.178856167345652 -0.426360331538462
"12" "fbodygyromeany" -0.95256172 -0.963725248823529 -0.948251856721312 -0.4678863378 -0.420631474130435 -0.604711316153846
"12" "fbodygyromeanz" -0.9456732415 -0.955718183921569 -0.95260195295082 -0.31728248436 -0.212767364326087 -0.406080936346154
"12" "fbodyaccmagmean" -0.9438674399 -0.955944253137255 -0.945217802786885 -0.153116002784 0.148017269434783 -0.290005418653846
"12" "fbodybodyaccjerkmagmean" -0.962448418666667 -0.971715268627451 -0.960859009508197 -0.029912425338 0.0769968373 -0.3208844625
"12" "fbodybodygyromagmean" -0.9454970225 -0.958511866666667 -0.902356765573771 -0.442503784 -0.344938419969565 -0.594032515192308
"12" "fbodybodygyrojerkmagmean" -0.963949607166667 -0.97848445372549 -0.963059791967213 -0.5611764414 -0.458227490826087 -0.714332592115385
"13" "tbodyaccmeanx" 0.276716360483871 0.274328499591837 0.277758431052632 0.275883130350877 0.294907553404255 0.258203939581818
"13" "tbodyaccmeany" -0.020440454366129 -0.00587732936326531 -0.0167891993964912 -0.0185660651947368 -0.0143723839108511 -0.0277392253910909
